_id,achievement_count,birth_year,city,elapsed_time,gender,main_type,start_date,subtype,type,upper_extremity_muscle_strength,user_id
637acec70de1e45461747990,27,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747997,26,[1970-1980],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e4546174799e,20,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479a5,21,[1960-1970],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479ac,21,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479b3,21,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479ba,16,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479c1,19,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479c8,23,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479cf,25,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479d6,31,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479dd,18,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479e4,20,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479eb,32,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479f2,28,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e454617479f9,30,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a00,22,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a07,17,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a0e,21,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a15,26,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a1c,29,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
637acec70de1e45461747a23,24,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,30SecondArmCurlTest,ElderPhysicalFitness,,******
