_id,achievement_count,birth_year,city,elapsed_time,gender,main_type,start_date,subtype,type,upper_extremity_muscle_strength,user_id
637acec70de1e4546174798b,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,28.1,******
637acec70de1e45461747992,,[1970-1980],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,23,******
637acec70de1e45461747999,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,23.6,******
637acec70de1e454617479a0,,[1960-1970],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,71,******
637acec70de1e454617479a7,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,34.6,******
637acec70de1e454617479ae,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,22.1,******
637acec70de1e454617479b5,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,17.3,******
637acec70de1e454617479bc,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,23.8,******
637acec70de1e454617479c3,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,38.3,******
637acec70de1e454617479ca,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,48.1,******
637acec70de1e454617479d1,,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,34.2,******
637acec70de1e454617479d8,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,17.7,******
637acec70de1e454617479df,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,25.9,******
637acec70de1e454617479e6,,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,26.3,******
637acec70de1e454617479ed,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,39.4,******
637acec70de1e454617479f4,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,33.1,******
637acec70de1e454617479fb,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,16.5,******
637acec70de1e45461747a02,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,19.9,******
637acec70de1e45461747a09,,[1940-1950],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,23.6,******
637acec70de1e45461747a10,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,25,******
637acec70de1e45461747a17,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,20.4,******
637acec70de1e45461747a1e,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,38.3,******
637acec70de1e45461747a25,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,27.4,******
637acec70de1e45461747a2c,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/8,RightHandGripStrengthTest,ElderPhysicalFitness,32.7,******
63840a9148107a20009096b7,,[1930-1940],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,14.3,******
63840a9148107a20009096be,,[1960-1970],雲林縣,,男,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,38.1,******
63840a9148107a20009096c5,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,19.5,******
63840a9148107a20009096cc,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,23.7,******
63840a9148107a20009096d3,,[1930-1940],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,16.9,******
63840a9148107a20009096da,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,18.8,******
63840a9148107a20009096e5,,[1960-1970],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,28,******
63840a9148107a20009096ec,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,5.8,******
63840a9148107a20009096f2,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,25.9,******
63840a9148107a20009096f9,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,20.4,******
63840a9148107a2000909700,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,23.9,******
63840a9148107a2000909707,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,1.8,******
63840a9148107a200090970e,,[1950-1960],雲林縣,,男,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,29.8,******
63840a9148107a2000909715,,[1960-1970],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,24.3,******
63840a9148107a2000909722,,[1940-1950],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,12.8,******
63840a9148107a2000909729,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,19.2,******
63840a9148107a2000909730,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,21,******
63840a9148107a2000909737,,[1940-1950],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,20.6,******
63840a9148107a200090973e,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,22.3,******
63840a9148107a2000909744,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,31,******
63840a9148107a200090974b,,[1950-1960],雲林縣,,女,PhysicalFitness,2022/11/15,RightHandGripStrengthTest,ElderPhysicalFitness,21.8,******
63b547bd2538b60f089efe18,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,18.4,******
63b547bd2538b60f089efe1f,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,24,******
63b547bd2538b60f089efe26,,[1970-1980],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,20.8,******
63b547bd2538b60f089efe2d,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,22.6,******
63b547bd2538b60f089efe34,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,19.6,******
63b547bd2538b60f089efe3b,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,24.9,******
63b547bd2538b60f089efe42,,[1970-1980],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,20.7,******
63b547bd2538b60f089efe49,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,28.5,******
63b547bd2538b60f089efe50,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,25.2,******
63b547bd2538b60f089efe57,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,25.1,******
63b547bd2538b60f089efe5e,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,25.3,******
63b547bd2538b60f089efe65,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,18.5,******
63b547bd2538b60f089efe6c,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,18.8,******
63b547bd2538b60f089efe73,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,17,******
63b547bd2538b60f089efe7a,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,19.1,******
63b547bd2538b60f089efe81,,[1960-1970],嘉義縣,,女,PhysicalFitness,2022/11/7,RightHandGripStrengthTest,ElderPhysicalFitness,24,******
63b547bd2538b60f089efe88,,[1940-1950],嘉義縣,,男,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,13,******
63b547bd2538b60f089efe8f,,[1940-1950],嘉義縣,,女,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,19.3,******
63b547bd2538b60f089efe96,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,17.8,******
63b547bd2538b60f089efe9d,,[1930-1940],嘉義縣,,男,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,32.6,******
63b547bd2538b60f089efea4,,[1940-1950],嘉義縣,,女,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,23.9,******
63b547bd2538b60f089efeab,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,14.1,******
63b547bd2538b60f089efeb2,,[1950-1960],嘉義縣,,女,PhysicalFitness,2022/11/10,RightHandGripStrengthTest,ElderPhysicalFitness,17,******
