_id;achievement_count;birth_year;city;elapsed_time;gender;main_type;start_date;subtype;type;upper_extremity_muscle_strength;user_id
637acec70de1e4546174798a;;[1950-1960];雲林縣;4.67;女;PhysicalFitness;2022-11-08;8FootUpAndGoTest;ElderPhysicalFitness;;U81097
637acec70de1e4546174798b;;[1950-1960];雲林縣;;女;PhysicalFitness;2022-11-08;RightHandGripStrengthTest;ElderPhysicalFitness;28.1;U81097
637acec70de1e4546174798c;;[1950-1960];雲林縣;60;女;PhysicalFitness;2022-11-08;SingleLegBalanceLeft;ElderPhysicalFitness;;U81097
637acec70de1e4546174798d;;[1950-1960];雲林縣;60;女;PhysicalFitness;2022-11-08;SingleLegBalanceRight;ElderPhysicalFitness;;U81097
637acec70de1e4546174798e;19;[1950-1960];雲林縣;;女;PhysicalFitness;2022-11-08;ChairStandTest;ElderPhysicalFitness;;U81097
637acec70de1e4546174798f;112;[1950-1960];雲林縣;;女;PhysicalFitness;2022-11-08;2MinuteStepTest;ElderPhysicalFitness;;U81097
637acec70de1e45461747990;27;[1950-1960];雲林縣;;女;PhysicalFitness;2022-11-08;30SecondArmCurlTest;ElderPhysicalFitness;;U81097
637acec70de1e45461747991;;[1970-1980];雲林縣;5.13;女;PhysicalFitness;2022-11-08;8FootUpAndGoTest;ElderPhysicalFitness;;U09080
637acec70de1e45461747992;;[1970-1980];雲林縣;;女;PhysicalFitness;2022-11-08;RightHandGripStrengthTest;ElderPhysicalFitness;23;U09080
637acec70de1e45461747993;;[1970-1980];雲林縣;30;女;PhysicalFitness;2022-11-08;SingleLegBalanceLeft;ElderPhysicalFitness;;U09080
637acec70de1e45461747994;;[1970-1980];雲林縣;30;女;PhysicalFitness;2022-11-08;SingleLegBalanceRight;ElderPhysicalFitness;;U09080
637acec70de1e45461747995;19;[1970-1980];雲林縣;;女;PhysicalFitness;2022-11-08;ChairStandTest;ElderPhysicalFitness;;U09080
637acec70de1e45461747996;108;[1970-1980];雲林縣;;女;PhysicalFitness;2022-11-08;2MinuteStepTest;ElderPhysicalFitness;;U09080
637acec70de1e45461747997;26;[1970-1980];雲林縣;;女;PhysicalFitness;2022-11-08;30SecondArmCurlTest;ElderPhysicalFitness;;U09080
